id,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,month,year,Latitude,Longitude,precipitation,LAI,Temp,Disease_Category
8107,19th week,Tamil Nadu,Cuddalore,Acute Diarrhoeal Disease,27,0,26,4,2010,11.7564329,79.7634644,0.001728863,7.0,309.095,Diarrheal Diseases
8108,19th week,West Bengal,Nadia,Acute Diarrhoeal Disease,76,0,10,5,2010,23.48454125,88.55676307,0.384021325,9.0,305.592,Diarrheal Diseases
8109,19th week,Karnataka,Hassan,Acute Diarrhoeal Disease,104,0,4,5,2010,13.0070817,76.0992703,0.31468461,9.0,305.695,Diarrheal Diseases
8110,19th week,West Bengal,Jalpaiguri,Acute Diarrhoeal Disease,66,1,15,4,2010,26.4733048,88.67886686,0.110891772,9.0,297.052,Diarrheal Diseases
8111,20th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,18,0,10,5,2010,14.4752936,78.8216861,0.011986718,5.0,314.276,Diarrheal Diseases
8112,20th week,Telangana,Rangareddy,Acute Diarrhoeal Disease,242,1,9,5,2010,17.1333954,78.39709787,0.04867561,9.0,313.955,Diarrheal Diseases
8113,20th week,Telangana,Medak,Acute Diarrhoeal Disease,10,1,12,5,2010,17.9375095,78.21174499,0.001396035,4.0,314.784,Diarrheal Diseases
8114,20th week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,37,1,17,5,2010,13.1601048,79.15555062,0.002323593,11.0,310.656,Diarrheal Diseases
8115,20th week,Karnataka,Hassan,Acute Diarrhoeal Disease,11,0,16,5,2010,13.0070817,76.0992703,0.081144094,9.0,306.536,Diarrheal Diseases
8116,20th week,Maharashtra,Nashik,Acute Diarrhoeal Disease,102,0,14,5,2010,20.0112475,73.7902364,0.003804858,6.0,319.752,Diarrheal Diseases
8117,20th week,Tamil Nadu,Tiruchirapalli,Acute Diarrhoeal Disease,29,0,14,5,2010,10.8219673,78.6830614,0.030439035,7.0,310.54,Diarrheal Diseases
8118,20th week,Tamil Nadu,Vellore,Acute Diarrhoeal Disease,12,0,13,5,2010,12.7948109,79.0006411,0.009212823,7.0,310.415,Diarrheal Diseases
8119,20th week,West Bengal,Howrah,Cholera,90,0,10,5,2010,22.5736296,88.3251045,0.15018451,10.0,303.645,Diarrheal Diseases
8120,20th week,West Bengal,Nadia,Acute Diarrhoeal Disease,39,0,15,5,2010,23.48454125,88.55676307,0.046618742,9.0,306.105,Diarrheal Diseases
8121,20th week,Rajasthan,Udaipur,Acute Diarrhoeal Disease,22,2,28,4,2010,24.578721,73.6862571,0.032348736,3.0,323.5233334,Diarrheal Diseases
8122,20th week,Assam,Sonitpur,Malaria,1112,11,31,3,2010,26.76777075,92.70140886,2.111464271,9.0,298.53,Malaria
8123,20th week,Assam,Karbi Anglong,Malaria,533,2,9,3,2010,26.0,93.5,0.190315585,32.0,299.072,Malaria
8124,20th week,Kerala,Kottayam,Dengue,10,1,26,4,2010,9.6287383,76.64553257,0.587174627,34.0,303.7,Dengue
8125,20th week,Maharashtra,Akola,Acute Diarrhoeal Disease,28,1,30,4,2010,20.76181225,77.19211567,0.001634605,3.0,327.728,Diarrheal Diseases
8126,20th week,Tamil Nadu,Theni,Acute Diarrhoeal Disease,13,0,14,5,2010,9.9696643,77.47420049,0.037260218,6.0,314.695,Diarrheal Diseases
8127,20th week,Tamil Nadu,Salem,Acute Diarrhoeal Disease,14,0,5,5,2010,11.0600516,77.0679581,0.291434051,8.0,309.84,Diarrheal Diseases
8128,20th week,West Bengal,Jalpaiguri,Acute Diarrhoeal Disease,66,1,15,4,2010,26.4733048,88.67886686,0.110891772,9.0,297.052,Diarrheal Diseases
8129,21st week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,42,0,19,5,2010,14.4752936,78.8216861,0.023077777,6.0,316.3933334,Diarrheal Diseases
8130,21st week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,44,1,19,5,2010,13.1601048,79.15555062,0.033875874,11.0,309.925,Diarrheal Diseases
8131,21st week,Assam,Nalbari,Acute Diarrhoeal Disease,62,1,17,5,2010,26.42386165,91.45122755,3.178165065,19.0,296.2966666,Diarrheal Diseases
8132,21st week,Himachal Pradesh,Shimla,Acute Diarrhoeal Disease,64,1,18,5,2010,31.1041526,77.1709729,0.022211379,17.0,308.304,Diarrheal Diseases
8133,21st week,Haryana,Gurgaon,Acute Diarrhoeal Disease,230,1,19,5,2010,28.42826235,77.00270015,0.005179284,3.0,319.1,Diarrheal Diseases
8134,21st week,Haryana,Jind,Acute Diarrhoeal Disease,610,2,24,5,2010,29.30182625,76.33847077,0.01700769,9.0,320.14,Diarrheal Diseases
8135,21st week,Karnataka,Chamarajnagar,Chikungunya,18,0,20,5,2010,14.3683154,76.6538415,0.173238121,7.0,308.5333334,Chikungunya
8136,21st week,Karnataka,Chikkaballapur,Acute Diarrhoeal Disease,25,1,20,5,2010,13.6102243,77.5127721,0.34701225,8.0,306.165,Diarrheal Diseases
8137,21st week,Tamil Nadu,Villupuram,Acute Diarrhoeal Disease,14,0,21,5,2010,11.9415377,79.4861469,0.088091305,9.0,310.5,Diarrheal Diseases
8138,21st week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,14,1,22,5,2010,22.3599134,87.41331448,0.060889228,5.0,304.69,Diarrheal Diseases
8139,21st week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,18,1,15,5,2010,22.3599134,87.41331448,0.040541835,11.0,306.085,Diarrheal Diseases
8140,21st week,Assam,Dhemaji,Malaria,257,1,10,5,2010,27.4668315,94.51786509,1.05596465,8.0,296.57,Malaria
8141,21st week,Assam,Dibrugarh,Acute Encephalitis Syndrome,3,2,5,5,2010,27.4844597,94.9019447,0.357180515,8.0,300.54,Encephalitis
8142,21st week,Arunachal Pradesh,Lower Dibang Valley,Acute Diarrhoeal Disease,65,1,5,5,2010,28.21495625,95.87877404,0.380632898,14.0,288.63,Diarrheal Diseases
8143,21st week,Kerala,Kottayam,Dengue,8,1,3,5,2010,9.6287383,76.64553257,0.57515147,32.0,306.156,Dengue
8144,21st week,Kerala,Idukki,Dengue,10,1,14,5,2010,9.8497872,76.9797914,0.712416366,36.0,300.36,Dengue
8145,21st week,Kerala,Mallapuram,Acute Diarrhoeal Disease,28,0,13,5,2010,10.82220375,76.46703714,0.978454893,20.0,302.9,Diarrheal Diseases
8146,21st week,Madhya Pradesh,Ujjain,Acute Diarrhoeal Disease,26,1,11,5,2010,23.1885131,75.7716562,0.001316356,3.0,322.64,Diarrheal Diseases
8147,21st week,Rajasthan,Tonk,Acute Diarrhoeal Disease,100,2,11,5,2010,26.12214725,75.66375374,0.002274423,2.0,315.656,Diarrheal Diseases
8148,21st week,Rajasthan,Udaipur,Acute Diarrhoeal Disease,46,2,12,5,2010,24.578721,73.6862571,0.003692869,3.0,322.9233334,Diarrheal Diseases
8149,21st week,Kerala,Kottayam,Dengue,16,1,26,4,2010,9.6287383,76.64553257,0.587174627,34.0,303.7,Dengue
8150,21st week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,25,0,20,5,2010,11.2287716,78.81825555,0.098292143,9.0,313.14,Diarrheal Diseases
8151,21st week,West Bengal,Howrah,Cholera,90,3,10,5,2010,22.5736296,88.3251045,0.15018451,10.0,303.645,Diarrheal Diseases
8152,22nd week,Assam,Golaghat,Malaria,140,5,30,5,2010,26.40490095,94.03209112,1.471170596,22.0,298.98,Malaria
8153,22nd week,Assam,Sonitpur,Cholera,81,2,27,5,2010,26.76777075,92.70140886,1.000541555,10.0,298.98,Diarrheal Diseases
8154,22nd week,Gujarat,Navsari,Acute Diarrhoeal Disease,58,0,27,5,2010,20.952407,72.9323831,0.001981435,5.0,308.3133334,Diarrheal Diseases
8155,22nd week,Karnataka,Chikmagalur,Malaria,76,0,26,5,2010,13.318014,75.7738743,0.069440703,29.0,302.9533334,Malaria
8156,22nd week,Kerala,Kannur,Chikungunya,23,2,25,5,2010,11.8763836,75.3737973,0.225489454,26.0,301.3933334,Chikungunya
8157,22nd week,Tamil Nadu,Ramanathapuram,Acute Diarrhoeal Disease,38,0,28,5,2010,9.3895523,78.85907072,0.225489454,5.0,308.265,Diarrheal Diseases
8158,22nd week,Tamil Nadu,Theni,Acute Diarrhoeal Disease,21,0,26,5,2010,9.9696643,77.47420049,0.081071958,6.0,313.99,Diarrheal Diseases
8159,22nd week,Uttarakhand,Nainital,Acute Diarrhoeal Disease,34,2,25,5,2010,29.29478295,79.41548094,0.059170554,22.0,306.44,Diarrheal Diseases
8160,22nd week,Uttar Pradesh,Banda,Acute Diarrhoeal Disease,19,1,31,5,2010,25.6240669,80.44804739,0.000265615,3.0,308.865,Diarrheal Diseases
8161,22nd week,West Bengal,Nadia,Acute Diarrhoeal Disease,51,0,2,6,2010,23.48454125,88.55676307,0.696739917,11.0,299.58,Diarrheal Diseases
8162,22nd week,Rajasthan,Jhunjhunu,Acute Diarrhoeal Disease,110,1,18,5,2010,28.1287995,75.3992581,0.00370886,2.0,318.65,Diarrheal Diseases
8163,22nd week,Rajasthan,Sikar,Acute Diarrhoeal Disease,232,0,20,5,2010,27.662826,75.02792629,0.000846075,3.0,318.3066666,Diarrheal Diseases
8164,22nd week,Rajasthan,Sirohi,Acute Diarrhoeal Disease,64,1,13,5,2010,24.8114047,72.83002573,3.27e-05,3.0,321.1,Diarrheal Diseases
8165,22nd week,Rajasthan,Alwar,Acute Diarrhoeal Disease,25,0,21,5,2010,27.5,76.5,4.88e-05,3.0,319.28,Diarrheal Diseases
8166,22nd week,Uttar Pradesh,Allahabad,Acute Diarrhoeal Disease,9,1,21,5,2010,25.4381302,81.8338005,0.009275116,4.0,312.2366666,Diarrheal Diseases
8167,22nd week,Assam,Dibrugarh,Acute Encephalitis Syndrome,4,2,10,5,2010,27.4844597,94.9019447,1.05596465,8.0,296.57,Encephalitis
8168,22nd week,Assam,Karbi Anglong,Malaria,677,2,24,5,2010,26.0,93.5,1.002229445,9.0,302.1,Malaria
8169,22nd week,Haryana,Jind,Acute Diarrhoeal Disease,784,2,24,5,2010,29.30182625,76.33847077,0.01700769,9.0,320.14,Diarrheal Diseases
8170,22nd week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,18,1,22,5,2010,22.3599134,87.41331448,0.060889228,5.0,304.69,Diarrheal Diseases
8171,23rd week,Telangana,Medak,Acute Diarrhoeal Disease,10,1,6,6,2010,17.9375095,78.21174499,0.011812142,4.0,316.372,Diarrheal Diseases
8172,23rd week,Telangana,Medak,Acute Diarrhoeal Disease,128,1,30,5,2010,17.9375095,78.21174499,3.9e-05,4.0,315.9066666,Diarrheal Diseases
8173,23rd week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,22,0,9,6,2010,15.8309251,78.0425373,0.040480254,4.0,314.225,Diarrheal Diseases
8174,23rd week,Assam,Chirang,Malaria,20,2,4,6,2010,26.6464231,90.62415699,2.040310236,2.0,294.52,Malaria
8175,23rd week,Assam,Dibrugarh,Acute Diarrhoeal Disease,4,1,6,6,2010,27.4844597,94.9019447,1.901711645,2.0,289.49,Diarrheal Diseases
8176,23rd week,Assam,Golaghat,Acute Diarrhoeal Disease,27,2,9,6,2010,26.40490095,94.03209112,2.895928809,28.5,298.16,Diarrheal Diseases
8177,23rd week,Assam,Tinsukia,Acute Diarrhoeal Disease,11,2,7,6,2010,27.52016575,95.53063473,1.511458932,3.0,304.38,Diarrheal Diseases
8178,23rd week,Gujarat,Gandhi Nagar,Acute Diarrhoeal Disease,16,0,3,6,2010,23.06016515,72.58063822,0.044107769,4.0,316.928,Diarrheal Diseases
8179,23rd week,Gujarat,Kheda,Acute Diarrhoeal Disease,29,1,1,6,2010,22.75,72.833333,0.001166551,7.0,317.392,Diarrheal Diseases
8180,23rd week,Gujarat,Kheda,Acute Diarrhoeal Disease,10,1,9,6,2010,22.75,72.833333,0.124076555,7.0,312.875,Diarrheal Diseases
8181,23rd week,Gujarat,Surat,Acute Diarrhoeal Disease,15,0,4,6,2010,21.19177615,72.95441578,0.060130768,8.0,310.876,Diarrheal Diseases
8182,23rd week,Karnataka,Ballari,Acute Diarrhoeal Disease,62,0,6,6,2010,15.2485413,76.8323648,0.045453545,4.0,311.5933334,Diarrheal Diseases
8183,23rd week,Karnataka,Bidar,Acute Diarrhoeal Disease,45,0,9,6,2010,18.083333,77.333333,0.02411163,2.0,318.664,Diarrheal Diseases
8184,23rd week,Karnataka,Chitradurga,Malaria,16,0,7,6,2010,14.2266443,76.4005122,0.069878234,8.0,307.39,Malaria
8185,23rd week,Karnataka,Hassan,Acute Diarrhoeal Disease,83,0,12,6,2010,13.0070817,76.0992703,0.539980078,4.0,303.66,Diarrheal Diseases
8186,23rd week,Karnataka,Mysore,Cholera,17,0,6,6,2010,12.3051828,76.6553609,0.518903927,11.0,303.3766666,Diarrheal Diseases
8187,23rd week,Maharashtra,Nashik,Acute Diarrhoeal Disease,126,0,5,6,2010,20.0112475,73.7902364,0.128618156,6.0,312.7833334,Diarrheal Diseases
8188,23rd week,Odisha,Ganjam,Malaria,102,0,3,6,2010,19.4129711,85.04710406,0.225489454,5.0,301.345,Malaria
8189,24th week,Telangana,Adilabad,Acute Diarrhoeal Disease,67,0,5,6,2010,19.5,78.5,0.008853658,3.0,321.2233334,Diarrheal Diseases
8190,24th week,Telangana,Warangal,Acute Diarrhoeal Disease,50,0,6,6,2010,17.9820644,79.5970954,0.021025808,3.0,318.12,Diarrheal Diseases
8191,24th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,39,0,6,6,2010,14.4752936,78.8216861,0.096898694,6.0,313.3533334,Diarrheal Diseases
8192,24th week,Andhra Pradesh,Anantapur,Malaria,68,0,9,6,2010,14.6546235,77.55625984,0.254048338,3.5,311.175,Malaria
8193,24th week,Assam,Barpeta,Acute Diarrhoeal Disease,104,6,12,6,2010,26.34142215,91.01674328,2.236576342,11.0,293.17,Diarrheal Diseases
8194,24th week,Kerala,Pathanamthitta,Dengue,7,1,5,6,2010,9.2780841,76.9737443,0.519029917,26.0,305.88,Dengue
8195,24th week,Odisha,Cuttack,Acute Diarrhoeal Disease,70,1,11,6,2010,20.4686,85.8792,0.027470045,11.0,310.1,Diarrheal Diseases
8196,24th week,Tamil Nadu,Vellore,Acute Diarrhoeal Disease,11,1,11,6,2010,12.7948109,79.0006411,0.271689892,11.0,301.04,Diarrheal Diseases
8197,24th week,Tamil Nadu,Virudhunagar,Acute Diarrhoeal Disease,36,0,13,6,2010,9.5208936,77.8784564,0.263008323,3.0,316.32,Diarrheal Diseases
8198,24th week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,74,28,2,6,2010,26.1486581,85.34001282,0.398229238,8.0,303.745,Diarrheal Diseases
8199,24th week,Karnataka,Ballari,Acute Diarrhoeal Disease,41,1,31,5,2010,15.2485413,76.8323648,0.000234034,4.0,311.108,Diarrheal Diseases
8200,24th week,Karnataka,Chamarajnagar,Acute Diarrhoeal Disease,35,1,4,6,2010,14.3683154,76.6538415,0.094760889,8.0,308.616,Diarrheal Diseases
8201,24th week,Karnataka,Chitradurga,Cholera,12,0,27,5,2010,14.2266443,76.4005122,0.052039216,8.0,303.505,Diarrheal Diseases
8202,24th week,Karnataka,Kolar,Acute Diarrhoeal Disease,28,1,6,6,2010,13.1367201,78.1337246,0.420000007,10.0,304.34,Diarrheal Diseases
8203,24th week,Karnataka,Tumkur,Cholera,6,1,4,6,2010,13.3400771,77.1006208,0.19021623,10.0,305.388,Diarrheal Diseases
8204,24th week,Karnataka,Uttara Kannada,Dengue,40,1,24,5,2010,14.72447415,74.64223734,0.128741194,29.5,303.92,Dengue
8205,24th week,Maharashtra,Akola,Acute Diarrhoeal Disease,15,1,3,6,2010,20.76181225,77.19211567,0.001652637,2.0,320.896,Diarrheal Diseases
8206,24th week,Uttar Pradesh,Hardoi,Acute Diarrhoeal Disease,22,1,28,5,2010,27.33857665,80.09752646,0.004001136,5.0,311.7133334,Diarrheal Diseases
8207,24th week,Kerala,Kannur,Chikungunya,80,2,25,5,2010,11.8763836,75.3737973,0.225489454,26.0,301.3933334,Chikungunya
8208,24th week,Kerala,Kottayam,Dengue,66,1,9,4,2010,9.6287383,76.64553257,0.653701786,32.0,304.4866666,Dengue
8209,25th week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,18,1,14,6,2010,13.1601048,79.15555062,0.604009234,11.0,308.2573333,Diarrheal Diseases
8210,25th week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,7,3,18,6,2010,13.1601048,79.15555062,0.218201282,12.0,304.84,Diarrheal Diseases
8211,25th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,115,0,15,6,2010,14.4752936,78.8216861,0.971876673,7.0,309.87,Diarrheal Diseases
8212,25th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,38,0,17,6,2010,14.4752936,78.8216861,0.967807413,6.0,309.38,Diarrheal Diseases
8213,25th week,Telangana,Khammam,Acute Diarrhoeal Disease,15,0,15,6,2010,17.5,80.333333,0.521019932,5.0,312.58,Diarrheal Diseases
8214,25th week,Madhya Pradesh,Guna,Acute Diarrhoeal Disease,13,1,12,6,2010,24.5,77.5,0.001466656,2.0,319.68,Diarrheal Diseases
8215,25th week,Gujarat,Dahod,Cholera,21,1,15,6,2010,22.8358542,74.2556782,0.005934464,2.0,321.36,Diarrheal Diseases
8216,25th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,176,0,15,6,2011,24.0294885,73.0459884,0.012586068,6.0,313.816,Diarrheal Diseases
8217,25th week,Gujarat,Gandhinagar,Acute Diarrhoeal Disease,13,1,17,6,2010,23.2232877,72.6492267,0.047849289,4.0,315.7466666,Diarrheal Diseases
8218,25th week,Gujarat,Surendranagar,Acute Diarrhoeal Disease,76,2,22,6,2010,22.75,71.666667,0.007075569,2.0,312.744,Diarrheal Diseases
8219,25th week,Tamil Nadu,Thiruvarur,Acute Diarrhoeal Disease,30,0,16,6,2010,10.73618605,79.63318659,0.205504153,7.0,308.6866666,Diarrheal Diseases
8220,25th week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,10,0,13,6,2010,12.22721295,79.07015555,0.532668107,7.0,311.2733333,Diarrheal Diseases
8221,25th week,Tamil Nadu,Villupuram  Kallakurichi,Acute Diarrhoeal Disease,24,1,15,6,2010,11.629177,78.8599569,0.331409396,7.0,303.3241667,Diarrheal Diseases
8222,25th week,Tamil Nadu,Tirunelveli,Acute Diarrhoeal Disease,36,1,17,6,2010,8.7284271,77.7112925,0.754323299,4.0,310.4666667,Diarrheal Diseases
8223,25th week,Tamil Nadu,Theni,Acute Diarrhoeal Disease,25,0,18,6,2010,9.9696643,77.47420049,0.585685855,6.5,312.1533334,Diarrheal Diseases
8224,25th week,Uttarakhand,Chamoli,Acute Diarrhoeal Disease,32,1,14,6,2010,30.5,79.5,0.264057357,11.0,284.8766666,Diarrheal Diseases
8225,25th week,Assam,Dhemaji,Acute Encephalitis Syndrome,5,3,4,6,2010,27.4668315,94.51786509,1.370331055,2.0,300.06,Encephalitis
8226,25th week,Madhya Pradesh,Ashoknagar,Acute Diarrhoeal Disease,19,1,6,6,2010,24.576189,77.7302895,0.033578218,2.0,318.3333334,Diarrheal Diseases
8227,25th week,Uttar Pradesh,Uttar Pradesh,Acute Diarrhoeal Disease,18,1,29,5,2010,26.8420098,80.94785711,0.007380153,5.0,308.78,Diarrheal Diseases
8228,25th week,Uttar Pradesh,Ghazipur,Acute Diarrhoeal Disease,15,0,8,6,2010,25.6035084,83.50745405,0.002565245,3.0,311.688,Diarrheal Diseases
8229,25th week,Kerala,Kottayam,Dengue,68,1,9,4,2010,9.6287383,76.64553257,0.653701786,32.0,304.4866666,Dengue
8230,26th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,20,0,25,6,2010,14.4752936,78.8216861,0.161138337,6.0,307.4,Diarrheal Diseases
8231,26th week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,51,1,25,6,2011,13.1601048,79.15555062,0.026590072,12.0,307.488,Diarrheal Diseases
8232,26th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,37,0,30,6,2010,15.6589741,79.47164373,0.113314826,9.0,310.56,Diarrheal Diseases
8233,26th week,Assam,Bongaigaon,Acute Diarrhoeal Disease,18,2,22,6,2010,26.41237695,90.57149765,1.890202199,21.0,301.58,Diarrheal Diseases
8234,26th week,Assam,Lakhimpur,Acute Encephalitis Syndrome,6,1,27,6,2010,27.0827158,93.9978423,1.599624629,3.0,300.52,Encephalitis
8235,26th week,Bihar,Lakhisarai,Malaria,13,0,23,6,2010,25.1677029,86.05935924,0.614378389,5.0,307.72,Malaria
8236,26th week,Gujarat,Gandhinagar,Acute Diarrhoeal Disease,115,1,20,6,2010,23.2232877,72.6492267,0.051660046,4.0,310.4333334,Diarrheal Diseases
8237,26th week,Gujarat,Kheda,Acute Diarrhoeal Disease,23,1,25,6,2010,22.75,72.833333,0.013457712,7.0,310.5866666,Diarrheal Diseases
8238,26th week,Gujarat,Navsari,Acute Diarrhoeal Disease,54,0,24,6,2010,20.952407,72.9323831,0.023313086,5.0,308.12,Diarrheal Diseases
8239,26th week,Gujarat,Bhavnagar,Acute Diarrhoeal Disease,40,0,26,6,2010,21.7718836,72.1416449,0.044821765,9.0,311.07,Diarrheal Diseases
8240,26th week,Maharashtra,Jalna,Acute Diarrhoeal Disease,19,1,26,6,2010,19.91883295,75.87085986,0.094928091,2.0,312.62,Diarrheal Diseases
8241,26th week,Maharashtra,Nashik,Acute Diarrhoeal Disease,235,0,17,6,2010,20.0112475,73.7902364,1.424238524,5.0,306.62,Diarrheal Diseases
8242,26th week,Odisha,Ganjam,Acute Diarrhoeal Disease,28,0,23,6,2010,19.4129711,85.04710406,0.225489454,9.0,305.57,Diarrheal Diseases
8243,26th week,Puducherry,Puducherry,Cholera,4,1,22,6,2010,11.9340568,79.8306447,0.225489454,11.0,308.8466666,Diarrheal Diseases
8244,26th week,Rajasthan,Jaipur,Acute Diarrhoeal Disease,20,0,22,6,2010,26.9154576,75.8189817,0.006955663,3.0,318.98,Diarrheal Diseases
8245,26th week,Rajasthan,Pali,Acute Diarrhoeal Disease,331,0,23,6,2010,25.6040908,73.41560879,0.001078489,2.0,318.6266666,Diarrheal Diseases
8246,26th week,Tamil Nadu,Thiruvarur,Acute Diarrhoeal Disease,15,0,23,6,2010,10.73618605,79.63318659,0.262823837,10.0,308.6866666,Diarrheal Diseases
8247,26th week,Tamil Nadu,Thiruvarur,Acute Diarrhoeal Disease,31,0,27,6,2010,10.73618605,79.63318659,0.104456722,11.0,305.4,Diarrheal Diseases
8248,26th week,West Bengal,Howrah,Acute Diarrhoeal Disease,24,0,29,6,2010,22.5736296,88.3251045,0.87876283,11.0,303.756,Diarrheal Diseases
8249,26th week,Rajasthan,Barmer,Acute Diarrhoeal Disease,15,0,7,6,2010,25.5819034,71.61966243,0.07726314,1.0,314.192,Diarrheal Diseases
8250,26th week,Rajasthan,Barmer,Acute Diarrhoeal Disease,10,0,10,6,2010,25.5819034,71.61966243,0.147255966,1.0,309.35,Diarrheal Diseases
8251,26th week,Rajasthan,Tonk,Acute Diarrhoeal Disease,33,2,9,6,2010,26.12214725,75.66375374,0.066488185,2.0,313.575,Diarrheal Diseases
8252,26th week,Tamil Nadu,Trichy,Acute Diarrhoeal Disease,114,0,15,6,2010,10.7992254,78.6811423,0.182040334,5.0,303.3241667,Diarrheal Diseases
8253,26th week,Rajasthan,Sikar,Acute Diarrhoeal Disease,17,0,6,5,2010,27.662826,75.02792629,0.003367578,3.0,316.556,Diarrheal Diseases
8254,27th week,Telangana,Warangal,Acute Diarrhoeal Disease,10,0,30,6,2010,17.9820644,79.5970954,0.2134804,5.0,307.1333334,Diarrheal Diseases
8255,27th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,71,0,3,7,2010,14.4752936,78.8216861,0.251918523,8.0,308.4,Diarrheal Diseases
8256,27th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,14,0,1,7,2010,14.4752936,78.8216861,0.083857867,9.0,308.4,Diarrheal Diseases
8257,27th week,Gujarat,Bhavnagar,Acute Diarrhoeal Disease,40,0,26,6,2010,21.7718836,72.1416449,0.044821765,9.0,311.07,Diarrheal Diseases
8258,27th week,Haryana,Karnal,Cholera,10,2,3,7,2010,29.6803266,76.9896254,0.147447239,16.0,302.255,Diarrheal Diseases
8259,27th week,Jharkhand,Jamtara,Acute Diarrhoeal Disease,30,1,2,7,2010,23.9232867,86.77353494,0.955215432,7.0,303.3241667,Diarrheal Diseases
8260,27th week,Maharashtra,Nashik,Malaria,24,0,29,6,2010,20.0112475,73.7902364,0.390285948,7.0,306.84,Malaria
8261,27th week,Maharashtra,Raigad,Acute Diarrhoeal Disease,12,0,2,7,2010,18.4928092,73.13807095,0.589592687,8.0,298.58,Diarrheal Diseases
8262,27th week,Maharashtra,Ratnagiri,Acute Diarrhoeal Disease,44,0,3,7,2010,17.2826079,73.4569787,1.200794741,6.0,298.55833329999996,Diarrheal Diseases
8263,27th week,Rajasthan,Bikaner,Acute Diarrhoeal Disease,245,1,2,7,2010,28.0159286,73.3171367,0.001686713,2.0,313.644,Diarrheal Diseases
8264,27th week,Tamil Nadu,Pudukkottai,Acute Diarrhoeal Disease,32,0,2,7,2010,10.5,78.833333,0.362629438,9.0,310.21,Diarrheal Diseases
8265,27th week,West Bengal,Purulia,Acute Diarrhoeal Disease,67,1,30,6,2010,23.3291882,86.3672378,0.550203165,8.0,306.17,Diarrheal Diseases
8266,27th week,Assam,Dhubri,Malaria,140,1,8,6,2010,26.01894625,89.94188952,4.658001312,2.0,290.95,Malaria
8267,27th week,Maharashtra,Hingoli,Acute Diarrhoeal Disease,17,1,21,6,2010,19.54140965,77.17376601,0.585234047,3.0,303.3241667,Diarrheal Diseases
8268,27th week,Tamil Nadu,Kancheepuram,Acute Diarrhoeal Disease,15,0,24,6,2010,12.87960515,79.70427615,0.328888197,10.0,308.82,Diarrheal Diseases
8269,27th week,Gujarat,Navsari,Cholera,251,0,24,6,2010,20.952407,72.9323831,0.023313086,5.0,308.12,Diarrheal Diseases
8270,27th week,Assam,Sonitpur,Malaria,199,2,24,5,2010,26.76777075,92.70140886,1.602220591,18.0,302.04,Malaria
8271,27th week,Maharashtra,Jalna,Acute Diarrhoeal Disease,10,1,28,6,2010,19.91883295,75.87085986,0.092900802,2.0,310.7,Diarrheal Diseases
8272,27th week,Puducherry,Puducherry,Cholera,7,1,29,6,2010,11.9340568,79.8306447,0.178446875,12.0,309.0533334,Diarrheal Diseases
8273,27th week,West Bengal,Nadia,Cholera,287,0,27,6,2010,23.48454125,88.55676307,0.594340705,11.0,301.49,Diarrheal Diseases
8274,28th week,Haryana,Yamunanagar,Acute Diarrhoeal Disease,219,1,6,7,2010,30.2112003,77.28638972,0.379439708,7.0,302.36,Diarrheal Diseases
8275,28th week,Tamil Nadu,Thiruvallur,Acute Diarrhoeal Disease,85,0,5,7,2010,13.13014755,79.92435386,0.279753648,8.0,304.68,Diarrheal Diseases
8276,28th week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,18,0,5,7,2010,12.22721295,79.07015555,0.231144763,11.0,310.78,Diarrheal Diseases
8277,28th week,Tamil Nadu,Villupuram - Kallakurichi,Acute Diarrhoeal Disease,15,1,5,7,2010,11.629177,78.8599569,0.240490114,12.0,308.42,Diarrheal Diseases
8278,28th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,20,0,4,7,2010,24.0,87.583333,1.118796396,6.0,304.38,Diarrheal Diseases
